Indicator Name,Indicator Code,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,28278000000,27204000000,32107000000,36268639000,39457000000,46762744321.4466,55546608067.8046,72880614891.9861,83970681426.1564,100838178503364,129125763536862,156396879827658,145979174545566,140934007797066,247844018720072,281300475959055,330607538824.43,432883126518.75,435719343941.24,441549741324524,471995071370672,525815850385.31
"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,69431000000,70323000000,87136000000,124897211000,141031000000,163480624559982,354608469126515,480719715647781,564741526453618,681974284756534,819890833109.47,990087588240065,883613955794.43,1239986291933.41,1579104690854.72,1661946659669.31,1789607637369.56,1808719657195.09,1566562344086.59,1500635639562.88,1740272384900.77,2022272286973.76
"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.84475564042719,7.06146154977209,6.50325474195658,7.08287123760006,7.06591986212839,7.1329847900069,8.63551445883864,8.59168137354386,8.76381462042655,9.64174635185862,8.69001670396139,8.50941440365517,8.18713871666494,12.1630679223318,8.26512129960786,8.00776364410521,7.79895588990287,6.32832507419083,2.62529459962827,3.38493697789189,2.77127782367651,2.59456846916573
"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,97709000000,97527000000,119243000000,161165850000,180488000000,210243368881429,410155077194.32,553600330539767,648712207879776,782812463259899,949016596646332,1146484468067.72,1029593130340,1380920299730.48,1826948709574.79,1943247135628.37,2120215176193.99,2241602783713.84,2002281688027.83,1942185380887.41,2212267456271.44,2548088137359.07
"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,16715000000,22228000000,22800000000,27216347000,28563000000,23289494553.2909,26313181247.0728,25689072425.3352,55386636659.7285,59706570664.9701,75431809345.9818,83207215920.1839,116783456826.33,168323813645358,214585155330.27,186923874725847,262415288640774,226071076171015,264256553588116,269831365331234,297607253914794,286227300285468
"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,31.2362967678054,34.2412880458756,35.0577755629613,28.0958047529713,28.9809159338014,30.8306576280134,31.1986067119926,30.6498276914093,31.4382664776987,32.1553676790878,34.7280988508377,36.1916977861139,29.9714218170351,4.0127750465935,29.9904945045241,25.2173113716439,24.7796651581403,18.9398336430171,20.4512682191974,21.7215375769609,22.8566812940376,10.4705558826471
Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,8.92550407436816,8.70546629319302,8.97598220194364,9.49161127047526,9.67346678618359,10.1274348885854,6.81961052712518,7.77560500847322,7.10594215242376,7.08211587485799,7.17036008616508,6.56769803098233,5.26378520354092,4.2460845419236,5.94439513235356,5.65943527692759,5.61745609398173,6.24631946331658,5.92906240019727,5.83548879503553,5.64136461465325,5.58035106090918
Cereal yield (kg per hectare),AG.YLD.CREL.KG,4813.2,4952.8,4944.9,4752.6,4800.3,4869,4871.1,5186.8,5224.6,5313.4,5319.9,5548.4,5447.5,5524.9,5707,5825.2,5894.2,5891.9,5896.2,5980.9,6029,
Surface area (sq. km),AG.SRF.TOTL.K2,9562930,9562930,9562930,9562920,9562914375,9562913125,9562912.5,9562912.5,9562911875,9562911.25,9562910625,9562910625,9562911.25,9562911.25,9562911.25,9562911.25,9562911.25,9562911.25,9562911.25,9562910,9562910,9562910
Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,70.86,76.34,79.29,84.04,85.29,88.08,92.96,95.8,100.34,103.86,107.7,111.92,115.77,119.11,119.84,124.7,126.48,127.06,128.01,130.43,,
Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,72.08,76.41,79.46,83.36,84.77,88.66,90.7,96.48,100.4,103.12,108.15,113.95,116.86,119.96,123.39,127.7,129.79,131.86,135.91,139.03,,
Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,75.88,78.21,80.76,84.78,86.89,90.76,90.53,97.34,100.11,102.55,108.03,114.72,116.76,120.49,126.74,131.29,134.06,136.31,141.21,144.2,,
Cereal production (metric tons),AG.PRD.CREL.MT,443493425,456246878,453040320,405224140,396483872,396676773,374819700,411571792,427760100,451107752,456321100,478546900,481563308,496343192,519373896,539346800,552691792,557417300,621439200,616250500,617930299,
"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,58.8382426778243,61.6208594075928,66.9326068734283,83.7047473978167,,,,,,,,,,,,,,,,,,
Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,380679.3,,,,,,,,,,380679.3,,,,,,,,
Rural land area (sq. km),AG.LND.TOTL.RU.K2,,,,8868577,,,,,,,,,,8868577,,,,,,,,
Land area (sq. km),AG.LND.TOTL.K2,9388230,9388230,9388230,9388220,9388214375,9388213125,9388212.5,9388212.5,9388211875,9388211.25,9388210625,9388210625,9388211.25,9388211.25,9388211.25,9388211.25,9388211.25,9388211.25,9388211.25,9388210,9388210,9388210
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,645,,,,,645,,,,,645,,,,,645,,645,,,,
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,9.18038567578512,,,10.4821126051041,,,,,10.4910475694438,,,,,,,
Forest area (% of land area),AG.LND.FRST.ZS,18.2188262590499,18.4303660674057,18.6419075400794,18.8534674304607,19.1952569787798,19.5370361678916,19.8788157889481,20.2205924450474,20.5623721343634,20.7235630216565,20.8847522660901,21.0459417952183,21.2071299125273,21.3683194309246,21.5325896080577,21.6968597851907,21.8611299623238,22.0253984751355,22.1896686522686,22.3539418057329,,
Forest area (sq. km),AG.LND.FRST.K2,1710425.3125,1730285.15625,1750145.15625,1770005,1802091875,1834178.59375,1866265.46875,1898352.1875,1930439.0625,1945571875,1960704.53125,1975837.34375,1990970.15625,2006102.96875,2021525,2036947.03125,2052369.0625,2067790.9375,2083212.96875,2098635,,
Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,,,,1.165879632,,,,,,,,,,1.165879632,,,,,,,,
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,
"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2.77999997138977,2.77999997138977,2.86700010299683,2.86700010299683,3.29999995231628,3.6470000743866,3.99399995803833,3.90599989891052,3.90499997138977,3.81699991226196,3.72900009155273,3.98900008201599,4.07399988174438,3.90000009536743,3.8989999294281,3.98600006103516,3.98499989509583,3.98499989509583,3.98499989509583,3.89800000190735,3.80999994277954,3.8199999332428
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,,,,,,,,,,,,,,,,,,,,,,
"Share of youth not in education, employment or training, male (% of male youth population)",SL.UEM.NEET.MA.ZS,,,,,,,,,,,,,,,,,,,,,,
"Share of youth not in education, employment or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,,,,,,,,,,,,,,,,,,,,,,
Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,,,,,,,,,,,,,,,,,,,,,,
"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,,,,,,,,,,,,,,,,,,,,,,
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,,,,,,,,,,,,,,,,,,,,,,
Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,,,,,,,,,,,,,,,,,,,,,,
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,,,,,,,,,,,,,,,,,,,,,,
"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,,,,,,,,,,,,,,,,,,,,,,
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,,,,,,,,,,,,,,,,,,,,,,
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,,,,,,,,,,,,,,,,,,,,,,
"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,6.51599979400635,6.60900020599365,6.89300012588501,6.94700002670288,8.04199981689453,8.90900039672852,9.76099967956543,9.55099964141846,9.5620002746582,9.36400032043457,9.16899967193604,9.84000015258789,10.1140003204346,9.77799987792969,9.89400005340576,10.2659997940063,10.4429998397827,10.6149997711182,10.7639999389648,10.6529998779297,10.5019998550415,10.5909996032715
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,,,,,,,,,,,,,,,,,,,,,,
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,7.28299999237061,7.37599992752075,7.68300008773804,7.73400020599365,8.94600009918213,9.90200042724609,10.8400001525879,10.5959997177124,10.5939998626709,10.3599996566772,10.1269998550415,10.8500003814697,11.1330003738403,10.7430000305176,10.8529996871948,11.2489995956421,11.4300003051758,11.6070003509521,11.7580003738403,11.6280002593994,11.4630002975464,11.5769996643066
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,5.69799995422363,5.78900003433228,6.04699993133545,6.10099983215332,7.06699991226196,7.82999992370605,8.57999992370605,8.39700031280518,8.40999984741211,8.24100017547607,8.07400035858154,8.67099952697754,8.92099952697754,8.63399982452393,8.7480001449585,9.08800029754639,9.25899982452393,9.42300033569336,9.5649995803833,9.47500038146973,9.3430004119873,9.40100002288818
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,
"Labor force, total",SL.TLF.TOTL.IN,712315453,718070870,724569908,733292392,737279754,743494680,750772785,757166810,761944037,766055387,768928092,770730704,771783104,772249983,775331931,778628797,781449430,783840531,785372420,786329395,787399317,785974695
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.0893376870205,45.0870416174938,45.0918243212496,45.1051900453919,45.0234944332949,44.9430260886332,44.8571839214976,44.7609751938282,44.655412533926,44.551123559947,44.4445962575132,44.3378341133273,44.2298116181616,44.1168807380861,44.0989512142252,44.0927455191463,44.0729820482434,44.0505817630398,44.0148100693426,43.9695898688869,43.9183736299837,43.8174618331701
"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,,,,,,,,,,,,,,,,,,,,,,
"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,,,,,,,,,,,,,,,,,,,,,,
"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,,,,,,,,,,,,,,,,,,,,,,
Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,,,,,,,,,,,,,,,,,,,,,,
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",SL.TLF.INTM.MA.ZS,,,,,,,,,,,,,,,,,,,,,,
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SL.TLF.INTM.FE.ZS,,,,,,,,,,,,,,,,,,,,,,
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,78.2570037841797,77.963996887207,77.6159973144531,77.2170028686523,76.4909973144531,75.6869964599609,74.8519973754883,74.0660018920898,73.3789978027344,72.786003112793,72.3010025024414,71.879997253418,71.4509963989258,70.9729995727539,70.7850036621094,70.6190032958984,70.4140014648438,70.181999206543,69.8939971923828,69.5510025024414,69.2089996337891,68.7190017700195
"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,,,,76.8199996948242,76.4599990844727,75.6600036621094,74.9899978637695,74.2399978637695,74.2399978637695,73.7300033569336,73.1800003051758,72.8300018310547,72.4599990844727,70.9599990844727,70.8399963378906,70.6999969482422,70.6800003051758,70.629997253418,70.6900024414063,70.8899993896484,,
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,84.2239990234375,83.9469985961914,83.5989990234375,83.1790008544922,82.5309982299805,81.7949981689453,81.0289993286133,80.3239974975586,79.7330017089844,79.245002746582,78.8690032958984,78.5599975585938,78.2440032958984,77.879997253418,77.7089996337891,77.5449981689453,77.3560028076172,77.1399993896484,76.8820037841797,76.5670013427734,76.265998840332,75.8690032958984
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,,,,82.9400024414063,,,,,,,,,,78.1600036621094,,,,,,,,
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,85.5255010051264,85.442004031409,85.3873898835208,85.3701071264978,85.062587918857,84.7594644322553,84.4426033740173,84.1006467660699,83.7369688952884,83.3680360295726,83.0034540205879,82.6425733435783,82.2759530941053,81.8913747771698,81.8051963021062,81.760271421288,81.6717502336968,81.5750565676982,81.4325789678317,81.2752209840979,81.0898732205607,80.7404833441302
Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,,,,85.0856011786098,,,,,,,,,,81.5378666277257,,,,,,,,
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,72.0329971313477,71.7259979248047,71.3830032348633,71.0100021362305,70.2030029296875,69.3290023803711,68.4229965209961,67.5530014038086,66.765998840332,66.0650024414063,65.463996887207,64.9240036010742,64.3759994506836,63.7770004272461,63.5699996948242,63.4010009765625,63.1780014038086,62.9269981384277,62.6069984436035,62.2299995422363,61.8440017700195,61.2569999694824
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,,,,70.5699996948242,,,,,,,,,,63.7299995422363,,,,,,,,
Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,,,,,,,,,,,,,,,,,,,,,,
"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,,,,,,,,,,,,,,,,,,,,,,
"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,,,,,,,,,,,,,,,,,,,,,,
Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,,,,,,,,,,,,,,,,,,,,,,
"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,,,,,,,,,,,,,,,,,,,,,,
"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,83.5650024414063,83.2779998779297,82.9130020141602,82.4710006713867,81.786003112793,81,80.1689987182617,79.3870010375977,78.7149963378906,78.1589965820313,77.7239990234375,77.3679962158203,77.0220031738281,76.6439971923828,76.5650024414063,76.5250015258789,76.4700012207031,76.4300003051758,76.3850021362305,76.3359985351563,76.3399963378906,76.2210006713867
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,88.7649993896484,88.5429992675781,88.2300033569336,87.8249969482422,87.2600021362305,86.5849990844727,85.8649978637695,85.2040023803711,84.6669998168945,84.2519989013672,83.9599990844727,83.745002746582,83.5380020141602,83.2949981689453,83.2300033569336,83.1800003051758,83.1230010986328,83.0780029296875,83.0429992675781,83.0080032348633,83.0370025634766,83.0080032348633
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,78.068000793457,77.7170028686523,77.3010025024414,76.822998046875,76.015998840332,75.1169967651367,74.1729965209961,73.265998840332,72.4540023803711,71.7509994506836,71.1640014648438,70.6569976806641,70.1620025634766,69.6360015869141,69.5380020141602,69.5039978027344,69.4440002441406,69.4010009765625,69.3369979858398,69.265998840332,69.2350006103516,69.0100021362305
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,73.1790008544922,71.7490005493164,70.1839981079102,68.5770034790039,66.4729995727539,64.3300018310547,62.3079986572266,60.5909996032715,59.2540016174316,58.2680015563965,57.6689987182617,57.234001159668,56.6220016479492,55.6189994812012,54.7859992980957,53.7389984130859,52.314998626709,50.8330001831055,49.4189987182617,48.0499992370605,47.1689987182617,46.3769989013672
"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,,,,67.9199981689453,,,,,,,,,,57.3800010681152,,,,,,,,
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,73.3720016479492,72.0350036621094,70.5599975585938,69.0479965209961,67.0810012817383,65.0800018310547,63.2169990539551,61.6839981079102,60.5499992370605,59.7789993286133,59.3959999084473,59.1640014648438,58.7270011901855,57.8709983825684,57.0550003051758,55.8650016784668,54.2919998168945,52.6399993896484,51.1040000915527,49.6129989624023,48.5499992370605,47.6879997253418
"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,,,,68.0400009155273,,,,,,,,,,59.5999984741211,,,,,,,,
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,72.9739990234375,71.4449996948242,69.7870025634766,68.0770034790039,65.8290023803711,63.5340003967285,61.3419990539551,59.4290008544922,57.8709983825684,56.6520004272461,55.8139991760254,55.1539993286133,54.3409996032715,53.1660003662109,52.3019981384277,51.398998260498,50.1230010986328,48.8170013427734,47.5279998779297,46.2859992980957,45.6040000915527,44.8860015869141
"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,,,,67.7900009155273,,,,,,,,,,55.1100006103516,,,,,,,,
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,,,,,,,,,,,,,,,,,,,,,,
"Children in employment, work only (% of children in employment, ages 7-14)",SL.TLF.0714.WK.ZS,,,,,,,,,,,,,,,,,,,,,,
"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,,,,,,,,,,,,,,,,,
"Children in employment, work only, male (% of male children in employment, ages 7-14)",SL.TLF.0714.WK.MA.ZS,,,,,,,,,,,,,,,,,,,,,,
"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,,,,,,,,,,,,,,,,,,,,,,
"Children in employment, work only, female (% of female children in employment, ages 7-14)",SL.TLF.0714.WK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,
"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,,,,,,,,,,,,,,,,,,,,,,
"Children in employment, study and work (% of children in employment, ages 7-14)",SL.TLF.0714.SW.ZS,,,,,,,,,,,,,,,,,,,,,,
"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,,,,,,,,,,,,,,,,,,,,,,
"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,,,,,,,,,,,,,,,,,,,,,,
"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,,,,,,,,,,,,,,,,,,,,,,
"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SL.TLF.0714.SW.FE.ZS,,,,,,,,,,,,,,,,,,,,,,
"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,,,,,,,,,,,,,,,,,,,,,,
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,24.8939990997314,25.2339992523193,25.3560009002686,25.6800003051758,25.9659996032715,26.2509994506836,26.9890003204346,28.4120006561279,29.7919998168945,31.2509994506836,32.5890007019043,33.5250015258789,34.7109985351563,35.7569999694824,37.0519981384277,38.0769996643066,39.7330017089844,41.1440010070801,42.2529983520508,43.1599998474121,44.0410003662109,44.6110000610352
"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,24.4869995117188,24.7399997711182,24.7709999084473,25.0069999694824,25.2059993743896,25.3999996185303,26.05299949646,27.4029998779297,28.7080001831055,30.0900001525879,31.3369998931885,32.1860008239746,33.2809982299805,34.2439994812012,35.4659996032715,36.398998260498,37.9749984741211,39.314998626709,40.310001373291,41125,41.8959999084473,42.3520011901855
"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,25.386999130249,25.8309993743896,26.0629997253418,26.4930000305176,26.886999130249,27.2840003967285,28.128999710083,29.6459999084473,31.1240005493164,32.6829986572266,34.1419982910156,35.1920013427734,36.5009994506836,37.6599998474121,39.048999786377,40.1910018920898,41.951000213623,43.4560012817383,44.7140007019043,45.7410011291504,46.7709999084473,47.4980010986328
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2260,2420,2630,2900,3180,3520,3930,4440,5050,5860,6860,7660,8340,9260,10260,11300,12260,13460,14400,15450,16740,18140
GNI per capita (constant LCU),NY.GNP.PCAP.KN,11005.5429633307,11705.3452554453,12525.1678185699,13493.9236333874,14481.181445818,15755.5786703567,17291.1283182651,18987.403312968,20937.1048400916,23584.8285760678,26909.4445290932,29470.3037449587,31832.6608893705,34955.1069230895,37916.644493218,40988.2786147559,43698.8014103238,47094.6759149941,49838.1368416447,52894.1257602836,56223.190944365,
GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,8.398098910236,6.35863486650597,7.00383068789205,7.73447373201006,7.31631391471564,8.80036776907282,9.74606950360636,9.81008852332135,10.2683947614473,12.6460833825802,14.0964177132029,9.5165814853471,8.01605970829513,9.8089381989479,8.47240312165162,8.10101780522086,6.61292176000801,7.77109301645076,5.82541629886677,6.13182817878813,6.29382778565764,
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,1426.56430160925,1517.2743166845,1623.54164089596,1749.1140426393,1877.08471672517,2042.27507513404,2241.31662341143,2461.19176825601,2713.91665485678,3057.1208179637,3488.06533846115,3820.00991865795,4126.22419460037,4530.96297579876,4914.84442440121,5312.99684632086,5664.34117087975,6104.52239203793,6460.13623443168,6856.26068844266,7287.78192870899,
GNI per capita (current LCU),NY.GNP.PCAP.CN,6406.34613792655,6748.94886014163,7133.71003617685,7845.91608021257,8591.90568453041,9409.59191177757,10600.4541000388,12454.1733905754,14266.783412765,16706.721061189,20540.7907366728,24250.0500130223,26135.7586046302,30675.9786350503,35963.2476025384,39781.6679561263,43329.1488013673,47065.2876629993,49838.1368416447,53462.8789444862,59035.1955972144,64399.775979551
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,750,800,860,940,1010,1110,1280,1510,1760,2060,2510,3100,3680,4340,5050,5930,6770,7500,7910,8210,8630,9470
"GNI, PPP (constant 2011 international $)",NY.GNP.MKTP.PP.KD,3662837397266.27,3933305401877.92,4245387519887.9,4609927394844.79,4983270518345.54,5458264763766.68,6027658289327.58,6658406154972.29,7385425639976.57,8365976014605.22,9595261655096.64,10562384410520.2,11465959408681.4,12651603111885.7,13789411919025.6,14979300937728.5,16048910130366.1,17383880020824.1,18490281004952.7,19730621613747.7,21090022733883.9,
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2774233898953.93,3010861136659.06,3298373079869.04,3662603190119.98,4046034590784.73,4504198021792.36,5068706002085.55,5751831145873.85,6577585539793.3,7678425081880.4,9044086945579.17,10150004548555.4,11101007524668.9,12392343555500.6,13789411919025.6,15265512570790.3,16642665962284.9,18367894560698.3,19745788935828.2,21301288667946.3,23201758384014.1,25266121027152.5
GNI (constant LCU),NY.GNP.MKTP.KN,13537643260619,14537277959821.5,15690716107196.2,17038035206078.4,18417890621863.6,20173442929524.7,22277889725252.7,24609098748854.9,27296122322124.3,30920181959796.5,35463553303224,39037985207278.2,42377548135583.3,46759621306551.4,50964899362669.1,55362662983557.7,59315879058345.3,64249853510549,68339050000000,72923279891301.4,77947550809313,
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,9.51319577595051,7.38411169476178,7.93434747937407,8.58672790762121,8.09867686676071,9.53177724694017,10.4317681571747,10.4642273229306,10.9188215330086,13.2768295617389,14.6938700080582,10.0791702215842,8.55464981241529,10.340553816252,8.99339630778503,8.62900481681295,7.14058150700171,8.31813425094907,6.3645226658448,6.7080679220759,6.88980381230886,
GNI (constant 2010 US$),NY.GNP.MKTP.KD,1754781083302,1884356078491.57,2033867437507.8,2208510100368.3,2387370196966.9,2614929006201.62,2887712337603.29,3189889121042.41,3538187421269.88,4007946534766.77,4596868988577.87,5060195238799.85,5493077221303.69,6061091827540.88,6606189836170.4,7176238275341.35,7688663418528.75,8328216763785.58,8858268007377.4,9452486642031.8,10103744427052.5,
GNI (current LCU),NY.GNP.MKTP.CN,7880286225610,8381755802620,8936648242170,9906606709100,10927615244870,12048041483840,13657625062490,16141542777190,18599890870890,21902845445640,27070400000000,32122950000000,34793490000000,41035410000000,48339280000000,53732900000000,58814120000000,64209760000000,68339050000000,73707400000000,81846100000000,89691500000000
GNI (current US$),NY.GNP.MKTP.CD,950600282951338,1012399391554.64,1079526985271.13,1196681328408.87,1320222692110.76,1455604866961.46,1650069477164.43,1950215394499.08,2269857202066.07,2746989420528.26,3558383174498.85,4622871904097.17,5093171238691.92,6061091827540.88,7481123578116.54,8512412274448.3,9492578843732.85,10451827977992.6,10973753512645.5,11092994205734.1,12109560868793.3,13556844096026.6
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,926902817755588,991096043369342,1072776189305.84,1181545268968.97,1287525564211.01,1423131569873.26,1648275876486.48,1959579219658.51,2295108727607.9,2706545225091.67,3310321770463.11,4104282366178.96,4901373010475.66,5801888080481.85,6783877837737.2,8005852369873.12,9193837019259.62,10226762264152.7,10852485841865,11323973252285.3,11962904327797.7,13184124579663.4
Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,
Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,40.4019084322445,39.5972978129244,37.4791035706643,36.5101437494849,38.1700122499394,39.1474512560006,42.139504853786,44.9543259926054,45.8422142557304,47.7172109167573,49.5618907496067,50.675348569874,50.4391636768233,51.7134821178479,50.6041763859178,49.6615469571094,49.3496718047933,48.8035949161724,47.1909236669942,45.9625348660407,46.7377752391916,
Gross domestic savings (current LCU),NY.GDS.TOTL.CN,3220639928230,3373511866550,3394271619540,3661242299360,4231646764740,4764926952340,5790896507440,7275415352100,8587113290870,10470991986080,13386285064910,16177831384050,17578941314570,21312124050970,24691811946580,26746715960160,29262539312320,31296798630000,32372638580000,34015070322990,38360230000000,
Gross domestic savings (current US$),NY.GDS.TOTL.CD,388506348552438,407473259961832,410020368860756,442264483397758,511247509966051,575682850349.16,699637127877.25,879013066897835,1047937382188.84,1313240522998.97,1759616834033.52,2328181009980.28,2573256040426.56,3147884739371.96,3821374595152.83,4237237767558.58,4722963832325.12,5094377483152.65,5198336183059.01,5119282161635.94,5675597739243.65,
